sample_id,text,pose_path
train_000068,"Hiện tại, mưa đã ngớt trên địa bàn tỉnh Quảng Bình, nước tại các sông đã rút nhưng vẫn diễn ra rất chậm.",/workspace/datdq/SignWeather/data/scene_keypoints/v255/scene_001.json
train_000076,"Chiều nay, tại khu vực Đông Bắc Biển Đông đã xuất hiện một áp thấp nhiệt đới.",/workspace/datdq/SignWeather/data/scene_keypoints/v035/scene_002.json
train_000077,Vùng nguy hiểm trên Biển Đông trong 24 giờ tới nằm giữa vĩ tuyến 16 đến 20 độ vĩ Bắc và từ 109 đến 117 độ kinh Đông.,/workspace/datdq/SignWeather/data/scene_keypoints/v152/scene_005.json
train_000079,nhiệt độ về đêm chỉ còn là 19 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v207/scene_008.json
train_000081,"Thành phố Hồ Chí Minh đêm nay không có mưa, nhiệt độ 25 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v041/scene_016.json
train_000082,"Trên bản đồ dự báo cũng có thể thấy là diện mưa rộng khắp từ Quảng Bình trở xuống tới tận Bình Thuận,",/workspace/datdq/SignWeather/data/scene_keypoints/v272/scene_004.json
train_000085,"Đêm nay thì trời vẫn xét với mức nhiệt chỉ 8 độ thôi, thế nhưng từ đêm mai sẽ tăng rõ lên mức 11 độ và tiếp tục tăng lên 14 độ vào đêm của ngày thứ ba tuần sau.",/workspace/datdq/SignWeather/data/scene_keypoints/v167/scene_003.json
train_000086,"Thưa chị Hương Liên, Bắc Bộ và Bắc Trung Bộ đang trong một đợt mưa lớn.",/workspace/datdq/SignWeather/data/scene_keypoints/v204/scene_001.json
train_000089,"Sang ngày mai, nắng mạnh, ở lâu ngoài trời hơi nóng, cao nhất là 31 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v037/scene_008.json
train_000090,Vẫn có thể sẽ gây ra sạt lở đất ở vùng núi của Bắc Bộ và Bắc Trung Bộ,/workspace/datdq/SignWeather/data/scene_keypoints/v157/scene_005.json
train_000093,Cảnh báo 3 ngày tới ở đây đều có thể có mưa tuyết cùng băng giá về đêm và sáng sớm,/workspace/datdq/SignWeather/data/scene_keypoints/v009/scene_005.json
train_000095,"Đêm nay, tại Đồng Hới sẽ có mưa to đến rất to, gió mạnh cấp 6 đến cấp 7.",/workspace/datdq/SignWeather/data/scene_keypoints/v074/scene_009.json
train_000096,"Lượng mưa phổ biến từ 50 đến 150mm, có nơi trên 150mm.",/workspace/datdq/SignWeather/data/scene_keypoints/v256/scene_001.json
train_000101,Tỉnh Quảng Nam sau đợt báo số 12 vừa rồi đã cảnh báo có tới 93 điểm có nguy cơ sạt lở ở 9 huyện miền núi.,/workspace/datdq/SignWeather/data/scene_keypoints/v104/scene_011.json
train_000102,"Lực lượng ứng trực luôn sẵn sàng cứu hộ cho người dân khi cần thiết, đồng thời thường xuyên nắm bắt thông tin về tình hình mưa bão.",/workspace/datdq/SignWeather/data/scene_keypoints/v059/scene_010.json
train_000105,"Trở ra khu vực miền trung, thời tiết đang có xu hướng tốt lên, mưa chỉ còn xảy ra ở khu vực từ Quảng Bình trở vào cho tới Quảng Nam và vào giờ sáng ngày mai thôi.",/workspace/datdq/SignWeather/data/scene_keypoints/v097/scene_006.json
train_000108,"Tại tỉnh Quảng Nam, tình trạng ngập lụt đã giảm đáng kể trong những ngày qua.",/workspace/datdq/SignWeather/data/scene_keypoints/v071/scene_006.json
train_000109,"Buổi đêm và sáng sớm, trời se lạnh, nhiệt độ thấp nhất là 21 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v014/scene_014.json
train_000111,Đến 16h thì nhiệt độ đã tăng lên mức là 24 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v033/scene_001.json
train_000115,"Ngày mai có mưa vừa mưa to, nhiệt độ không quá 24 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v261/scene_012.json
train_000117,"Sapa đêm nay sáng sớm mai có sương mù nhẹ, vẫn rét, nhiệt độ thấp nhất chỉ khoảng 7 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v258/scene_010.json
train_000120,tại khu vực đang phải hứng chịu các trận mưa lớn gây lũ lụt chưa từng có trong 60 năm qua.,/workspace/datdq/SignWeather/data/scene_keypoints/v093/scene_001.json
train_000123,"Từ sáng nay, hàng trăm điểm sạt lở lớn nhỏ và nhiều ngầm tạm đã bị nước cuốn trôi.",/workspace/datdq/SignWeather/data/scene_keypoints/v065/scene_003.json
train_000124,Với lượng mưa từ đêm nay cho đến ngày 12 tháng 11 phổ biến là từ 200 cho đến 400mm của cả đợt,/workspace/datdq/SignWeather/data/scene_keypoints/v138/scene_003.json
train_000125,"Tại A Lưỡi, Thử Thiên Huế là 593 mm.",/workspace/datdq/SignWeather/data/scene_keypoints/v127/scene_003.json
train_000129,"Đến 16 giờ ngày mai, tâm bão ở ngay trên khu vực phía đông đảo Hải Nam, Trung Quốc.",/workspace/datdq/SignWeather/data/scene_keypoints/v148/scene_002.json
train_000136,"Đối với thành phố Hải Phòng vào đêm nay và sáng mai thì sẽ không có mưa, trời sương mù 18 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v077/scene_003.json
train_000142,"Hôm nay, tại địa bàn huyện Đa Cá Rông, mưa rất to, nước dâng lên rất cao.",/workspace/datdq/SignWeather/data/scene_keypoints/v144/scene_007.json
train_000144,"Thưa quý vị, sau 2 ngày diễn ra mưa lớn và sạt lở nặng, huyện vùng cao Nam Trà My của tỉnh Quảng Nam đã bị cô lập.",/workspace/datdq/SignWeather/data/scene_keypoints/v062/scene_001.json
train_000145,"Tại thủ đô Hà Nội, đêm nay tạnh ráo, trời rét 14 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v126/scene_013.json
train_000146,"Trong thành phố Hồ Chí Minh và nhiều thành phố khác của khu vực Nam Bộ, trời khá nóng vào trưa chiều, nhiệt độ phổ biến từ 33 đến 34 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v270/scene_009.json
train_000148,"Đà Lạt đêm nay tạnh ráo, trời rét 15 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v110/scene_010.json
train_000151,Toàn bộ tàu thuyền hoạt động trong vùng nguy hiểm đều có nguy cơ chịu tác động của gió giật mạnh và sóng lớn.,/workspace/datdq/SignWeather/data/scene_keypoints/v080/scene_003.json
train_000156,"Dự báo đến đêm nay và sáng mai, nước lũ sẽ rút thêm khoảng 46 cm nữa, nhưng vẫn cao trên báo động 3 khoảng nửa mét.",/workspace/datdq/SignWeather/data/scene_keypoints/v015/scene_005.json
train_000158,"Sau đó trong sáng mai, vùng gần tâm bão có khả năng đi vào khu vực đất liền Quảng Bình và Quảng Trị",/workspace/datdq/SignWeather/data/scene_keypoints/v249/scene_010.json
train_000162,"Sáng đến trưa trời nắng, nhiệt độ cao nhất 32-33 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v238/scene_016.json
train_000163,Mưa lớn đã khiến mức nước trong đập lên cao 10m.,/workspace/datdq/SignWeather/data/scene_keypoints/v120/scene_007.json
train_000165,"Ngày mai trời nắng nóng 37 độ, chiều tối khả năng có dông nhiệt.",/workspace/datdq/SignWeather/data/scene_keypoints/v058/scene_008.json
train_000166,"Đến ngày 11 tháng 11, vùng mưa lớn sẽ dần dịch chuyển lên phía Bắc, tập trung từ Quảng Bình đến Quảng Ngãi.",/workspace/datdq/SignWeather/data/scene_keypoints/v163/scene_007.json
train_000169,Cơn bão số 10 đang được theo dõi chặt chẽ trong những ngày qua.,/workspace/datdq/SignWeather/data/scene_keypoints/v153/scene_003.json
train_000172,Dự báo vùng Z sẽ trải rộng từ khu vực miền Bắc xuống tới cả khu vực Bắc Trung Bộ.,/workspace/datdq/SignWeather/data/scene_keypoints/v193/scene_004.json
train_000173,"Thay vào đó, thời tiết lại nắng mạnh và nóng.",/workspace/datdq/SignWeather/data/scene_keypoints/v223/scene_002.json
train_000177,Những ngày trước Tết này ở miền Bắc lại đang có vẻ ấm lên.,/workspace/datdq/SignWeather/data/scene_keypoints/v016/scene_002.json
train_000178,"Khi có gió bão đến cấp 8, việc đóng đường sẽ được thực hiện.",/workspace/datdq/SignWeather/data/scene_keypoints/v059/scene_013.json
train_000179,Ở Bắc Bộ sẽ không chịu tác động của bão.,/workspace/datdq/SignWeather/data/scene_keypoints/v259/scene_013.json
train_000182,"Thưa quý vị, mưa lớn đã quay trở lại khu vực trung bộ từ đêm qua, với lượng mưa có nơi lên tới 700mm.",/workspace/datdq/SignWeather/data/scene_keypoints/v164/scene_001.json
train_000183,Toàn bộ tàu thuyền hoạt động trong vùng nguy hiểm đều có nguy cơ cao chịu tác động của gió giật mạnh.,/workspace/datdq/SignWeather/data/scene_keypoints/v190/scene_005.json
train_000185,Và khi đó thì trời sẽ có mưa to ở nhiều nơi,/workspace/datdq/SignWeather/data/scene_keypoints/v138/scene_001.json
train_000188,Đặc biệt là từ ngày 23 đến sáng nay thì lượng mưa trên các tuyến của tỉnh Quảng Nam cũng khá lớn.,/workspace/datdq/SignWeather/data/scene_keypoints/v080/scene_006.json
train_000189,"Với thành phố Huế đêm nay vẫn xảy ra mưa rét, nhiệt độ thấp nhất khoảng 18 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v073/scene_007.json
train_000191,ngày mai trời vẫn sẽ nắng và nóng nhiều.,/workspace/datdq/SignWeather/data/scene_keypoints/v102/scene_001.json
train_000192,"Hương Anh Dương, chiều nay thì miền Bắc có khoảng tạm giảm mưa, nơi xảy ra mưa rông mạnh là khu vực Tây Nguyên và Nam Bộ.",/workspace/datdq/SignWeather/data/scene_keypoints/v078/scene_002.json
train_000194,"Sức gió ở trung tâm vùng áp thấp giảm xuống dưới cấp 6, dự báo trong 24h tới vùng áp thấp di chuyển",/workspace/datdq/SignWeather/data/scene_keypoints/v032/scene_002.json
train_000195,"Sương mù ở đây xuất hiện gần như quanh năm, nhưng dày đặc nhất vào khoảng từ tháng 11 năm trước đến hết tháng 3 năm sau.",/workspace/datdq/SignWeather/data/scene_keypoints/v206/scene_003.json
train_000196,"Có những nơi mưa to với lượng từ 25-50mm trong 1 giờ, tương ứng với những vùng có độ phản hồi màu xanh đậm này.",/workspace/datdq/SignWeather/data/scene_keypoints/v078/scene_006.json
train_000197,"Nhiệt độ cao nhất tại nhiều nơi sẽ lên mức 33-34 độ, khá nóng.",/workspace/datdq/SignWeather/data/scene_keypoints/v133/scene_007.json
train_000201,Tỉnh Thừa Thiên Huế đang khẩn trương chuẩn bị các biện pháp ứng phó với bão.,/workspace/datdq/SignWeather/data/scene_keypoints/v101/scene_006.json
train_000204,Theo dự báo là trong đêm nay và ngày mai thì không khí lạnh sẽ tiếp tục dồn xuống.,/workspace/datdq/SignWeather/data/scene_keypoints/v151/scene_002.json
train_000205,Dự báo là mưa sẽ còn tiếp diễn từ đêm nay cho đến thứ Tư.,/workspace/datdq/SignWeather/data/scene_keypoints/v235/scene_006.json
train_000207,Nhiều ngôi nhà tại huyện Sa Thầy đã bị gió thổi tốc mái.,/workspace/datdq/SignWeather/data/scene_keypoints/v120/scene_006.json
train_000209,"Tỉnh Thanh Hóa đã cấm biển từ 17 giờ chiều qua cho đến khi bão tan tại khu neo đậu tàu thuyền Cảng Hới,",/workspace/datdq/SignWeather/data/scene_keypoints/v032/scene_005.json
train_000211,Ngập lụt xảy ra trên diện rộng ở toàn bộ 6 tỉnh thành trung trung bộ.,/workspace/datdq/SignWeather/data/scene_keypoints/v127/scene_002.json
train_000218,Đợt không khí lạnh sắp tới có cường độ không mạnh và sẽ chưa đủ để làm thời tiết miền Bắc chuyển sang rét.,/workspace/datdq/SignWeather/data/scene_keypoints/v082/scene_002.json
train_000219,Thành phố Hồ Chí Minh đêm nay sẽ tạnh ráo với nhiệt độ 25 độ C.,/workspace/datdq/SignWeather/data/scene_keypoints/v135/scene_008.json
train_000225,"Sang đến ngày mai, tình trạng ngập sẽ diễn ra khoảng từ 19h đến 21h.",/workspace/datdq/SignWeather/data/scene_keypoints/v036/scene_008.json
train_000226,"Thành phố Hồ Chí Minh đêm nay không có mưa, thời tiết mát mẻ với nhiệt độ 24 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v218/scene_012.json
train_000228,"Ngay từ đầu giờ chiều hôm nay, nhiều nơi ở miền Bắc đã xuất hiện nắng ấm.",/workspace/datdq/SignWeather/data/scene_keypoints/v159/scene_002.json
train_000230,"Mùa băng giá hiện đã xuất hiện, nhưng tôi dự đoán rằng nó sẽ không kéo dài lâu trong thời gian tới.",/workspace/datdq/SignWeather/data/scene_keypoints/v209/scene_001.json
train_000231,"Sau 14h thì trời sẽ có mưa rông, có nơi mưa vừa mưa to.",/workspace/datdq/SignWeather/data/scene_keypoints/v022/scene_005.json
train_000233,"Băng giá xuất hiện từ đêm qua phủ dày trên các tán cây, mặt cỏ, mái nhà.",/workspace/datdq/SignWeather/data/scene_keypoints/v166/scene_002.json
train_000234,Một trong những yếu tố gây khó khăn lớn nhất cho công tác cứu nạn tàu Việt Ship 01 vừa qua là thời tiết.,/workspace/datdq/SignWeather/data/scene_keypoints/v229/scene_001.json
train_000236,"Thành phố Nha Trang đêm nay và ngày mai có mưa vừa đến mưa to, trời se lạnh, nhiệt độ không vượt quá 26 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v117/scene_010.json
train_000237,Không chỉ TP.HCM mà nhiều địa phương khác ở hạ lưu sông Cửu Long cũng sẽ trải qua đợt triều cường cao trong thời gian này.,/workspace/datdq/SignWeather/data/scene_keypoints/v034/scene_003.json
train_000239,Cần đề phòng gió giật và sấm sét kèm theo mưa.,/workspace/datdq/SignWeather/data/scene_keypoints/v201/scene_009.json
train_000240,Mùa mưa bão ở miền Trung bắt đầu dồn dập từ ngày 6 tháng 10.,/workspace/datdq/SignWeather/data/scene_keypoints/v002/scene_002.json
train_000241,"Tuyến phố này ngập sâu đến 3 mét và bắt đầu từ 8 giờ sáng nay, nước đã rút hoàn toàn.",/workspace/datdq/SignWeather/data/scene_keypoints/v216/scene_013.json
train_000242,"Theo dự báo, cơn bão số 7 có khả năng ảnh hưởng trực tiếp đến khu vực Bắc Trung Bộ và Bắc Bộ",/workspace/datdq/SignWeather/data/scene_keypoints/v127/scene_005.json
train_000243,"Ngày mai nắng sớm, giữa trưa khá nóng, 35 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v010/scene_004.json
train_000247,"Tuy nhiên, sau mưa lớn vẫn còn nguy cơ xảy ra sạt lở đất đá",/workspace/datdq/SignWeather/data/scene_keypoints/v183/scene_010.json
train_000248,Nhiệt độ là từ 20 độ trở lên.,/workspace/datdq/SignWeather/data/scene_keypoints/v258/scene_004.json
train_000250,"Ngay trong tối và đêm nay, dự báo lũ trên sông Thạch Hán ở Quảng Trị",/workspace/datdq/SignWeather/data/scene_keypoints/v127/scene_004.json
train_000251,"Hiện thì bão vẫn đang trong thời kỳ mạnh nhất, cấp 12, giật cấp 15.",/workspace/datdq/SignWeather/data/scene_keypoints/v104/scene_001.json
train_000253,"Cụ thể là tại thành phố Hồ Chí Minh, Đồng Nai, Bình Dương, Bình Phước hay là Tây Ninh thì mức nhiệt đều cao trong khoảng là 33-34 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v067/scene_008.json
train_000255,"Sáng ngày mai, nắng mạnh, nhiệt độ tăng lên 37 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v084/scene_012.json
train_000257,"Dự báo nắng sẽ tiếp tục duy trì trong những ngày tới, tạo ra sự khác biệt rõ rệt giữa cảm giác ban ngày và ban đêm.",/workspace/datdq/SignWeather/data/scene_keypoints/v193/scene_003.json
train_000260,Nhiều huyện thị trên địa bàn tỉnh đã có thiệt hại do mưa bão gây ra.,/workspace/datdq/SignWeather/data/scene_keypoints/v120/scene_005.json
train_000264,"Tại xã Hải Phong, huyện Hải Lăng, mặc dù mưa đã giảm, tuy nhiên hơn 500 nhà dân đang bị ngập từ 0,3 đến 0,5m.",/workspace/datdq/SignWeather/data/scene_keypoints/v104/scene_009.json
train_000265,"Ở khu vực Bắc Bộ, ngày mai nắng từ sớm và kéo dài cho tới chiều.",/workspace/datdq/SignWeather/data/scene_keypoints/v097/scene_008.json
train_000266,Toàn bộ tàu thuyền hoạt động trong vùng nguy hiểm đều có nguy cơ cao chịu tác động của gió giật mạnh.,/workspace/datdq/SignWeather/data/scene_keypoints/v104/scene_004.json
train_000267,Ngày mai nắng từ sáng đến chiều 24 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v189/scene_011.json
train_000269,"ban ngày vẫn có nắng, nhiệt độ cao nhất 2 ngày tới 31-32 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v038/scene_017.json
train_000270,"Do thời tiết diễn biến phức tạp, tình trạng ngập lụt và sạt lở lớn đã khiến công tác cứu hộ gặp nhiều khó khăn.",/workspace/datdq/SignWeather/data/scene_keypoints/v243/scene_001.json
train_000271,"Huế đêm nay tạnh sáo, trời có gió thổi nhẹ, nhiệt độ thấp nhất 24 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v084/scene_011.json
train_000273,Còn về cơn bão số 11 thì đến chiều nay đã suy yếu thành áp thấp nhiệt đới,/workspace/datdq/SignWeather/data/scene_keypoints/v002/scene_004.json
train_000279,Chỉ đạo triển khai phương án ứng phó với mưa lớn và gió mạnh để giảm thiểu rủi ro do thiên tai gây ra.,/workspace/datdq/SignWeather/data/scene_keypoints/v045/scene_007.json
train_000283,Tổng lượng mưa tại khu vực này dự kiến sẽ dao động từ 50 đến 150 mm.,/workspace/datdq/SignWeather/data/scene_keypoints/v028/scene_007.json
train_000285,Áp thấp nhiệt đới có khả năng mạnh lên thành bão và di chuyển vào khu vực Nam của Trung Bộ.,/workspace/datdq/SignWeather/data/scene_keypoints/v163/scene_002.json
train_000287,nước đổ về lòng hồ đạt từ 1.500 đến 2.000 m3 trên 1 giây.,/workspace/datdq/SignWeather/data/scene_keypoints/v127/scene_023.json
train_000289,Bão cũng đã gây ra sự cố hệ thống truyền tải điện ở nhiều địa phương.,/workspace/datdq/SignWeather/data/scene_keypoints/v188/scene_006.json
train_000292,"Đắc Lắc, Đắc Nông, Lâm Đồng là những nơi nằm trong vùng cảnh báo có nguy cơ cao.",/workspace/datdq/SignWeather/data/scene_keypoints/v038/scene_013.json
train_000297,Trong ngày hôm nay thì bão số 13 đã gây mưa cho các tỉnh trung bộ,/workspace/datdq/SignWeather/data/scene_keypoints/v249/scene_003.json
train_000301,"Ngày mai mưa muộn về chiều tối, ban ngày có nắng 25 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v008/scene_008.json
train_000302,"Đến trưa chiều mai mưa ngớt, toàn miền Bắc đều có nắng và cảm giác oi nóng trở lại.",/workspace/datdq/SignWeather/data/scene_keypoints/v146/scene_005.json
train_000303,Quảng Trị đến Quảng Nam thì mưa đến ngày mai lượng khoảng 50-100mm và có nơi trên 100mm.,/workspace/datdq/SignWeather/data/scene_keypoints/v057/scene_002.json
train_000304,Không khí lạnh tràn về còn gây mưa diện rộng từ Nghệ An xuống đến Bình Định trong đêm nay và 2 ngày tới.,/workspace/datdq/SignWeather/data/scene_keypoints/v009/scene_010.json
train_000306,Vâng anh Dương! Theo số liệu của Tổng cục Phòng chống thiên tai thì trong 6 tháng đầu năm này đã có 159 trận rông xét xảy ra trên cả nước.,/workspace/datdq/SignWeather/data/scene_keypoints/v185/scene_001.json
train_000307,Còn sáng mai ở Bắc Bộ thì lại có sương mù nhẹ.,/workspace/datdq/SignWeather/data/scene_keypoints/v162/scene_002.json
train_000308,Dự báo mùa đông năm nay sẽ nhiều đợt rét,/workspace/datdq/SignWeather/data/scene_keypoints/v220/scene_002.json
train_000309,Bão số 8 hay tên gọi quốc tế là bão Kampasu dự kiến sẽ đổ bộ vào nước ta vào thứ 5 này.,/workspace/datdq/SignWeather/data/scene_keypoints/v148/scene_005.json
train_000310,"Ghi nhớ những dấu hiệu cần cảnh giác, chú ý trong mùa mưa, bão, lũ lụt, tránh xa sông, suối, ao, hồ và đặc biệt không đi vào vùng ngập lụt.",/workspace/datdq/SignWeather/data/scene_keypoints/v219/scene_010.json
train_000313,"Thành phố Hồ Chí Minh đêm nay không mưa, nhiệt độ 24 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v138/scene_008.json
train_000314,Ngày mai mưa sẽ lùi dần về chiều cho đến tối,/workspace/datdq/SignWeather/data/scene_keypoints/v043/scene_010.json
train_000316,"Thậm chí, nguy cơ sạt lở đất có thể xảy ra ở những nơi mà mưa đã giảm, như tại Quảng Nam.",/workspace/datdq/SignWeather/data/scene_keypoints/v074/scene_004.json
train_000317,"Hà Nội dự báo có mưa bất chợt, đêm nay nhiệt độ khoảng 17 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v009/scene_014.json
train_000319,Và nhiệt độ cao nhất ngày mai phổ biến trong khoảng là từ 15 đến 20 độ,/workspace/datdq/SignWeather/data/scene_keypoints/v200/scene_007.json
train_000320,Sang ngày mai sẽ là ngày nắng nóng diện rộng đầu tiên của đợt này.,/workspace/datdq/SignWeather/data/scene_keypoints/v241/scene_002.json
train_000322,"Không thật sự cần thiết, người dân không nên ra ngoài, đặc biệt là vào vùng đồi núi hiểm trở, để tránh nguy cơ sạt lở và mưa lũ cuốn trôi.",/workspace/datdq/SignWeather/data/scene_keypoints/v221/scene_003.json
train_000323,"Ngày mai nắng đẹp, mức nhiệt buổi trưa là 27 độ",/workspace/datdq/SignWeather/data/scene_keypoints/v202/scene_012.json
train_000324,"Thành phố Đà Lạt đêm nay trời rét, không mưa, nhiệt độ 14 độ; ngày mai trời nắng 18 độ, chiều tối có mưa rào.",/workspace/datdq/SignWeather/data/scene_keypoints/v116/scene_008.json
train_000325,"Và đến trưa và chiều mai thì khả năng là mưa sẽ rứt hẳn, trời sẽ có thể chuyển nắng",/workspace/datdq/SignWeather/data/scene_keypoints/v002/scene_007.json
train_000329,"Thành phố Đà Nẵng dự báo đêm nay có lúc có mưa rào, nhiệt độ sẽ không vượt quá 23 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v182/scene_008.json
train_000332,Đà Lạt đêm nay nhiệt độ xuống thấp 12 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v067/scene_012.json
train_000333,"Ngày mai trời có nắng 32 độ, về chiều tối lưu ý mưa rông.",/workspace/datdq/SignWeather/data/scene_keypoints/v215/scene_016.json
train_000334,Còn ban ngày thì nhiệt vẫn duy trì là 38 đến 39 độ.,/workspace/datdq/SignWeather/data/scene_keypoints/v250/scene_010.json
train_000335,"Ngoài ra, gió ở đây rất mạnh, đạt cấp 7, cấp 8.",/workspace/datdq/SignWeather/data/scene_keypoints/v045/scene_006.json
train_000341,"Thành phố Hồ Chí Minh đêm nay không có mưa, nhiệt độ 25 độ.",/workspace/datdq/SignWeather/data/scene_keypoints/v041/scene_014.json
train_000345,"Tác động ban đầu của không khí lạnh sẽ là gây mưa, với dự báo mưa sẽ xảy ra trên diện rộng tại miền Bắc.",/workspace/datdq/SignWeather/data/scene_keypoints/v248/scene_003.json
train_000348,Nhiệt độ không quá 31 độ,/workspace/datdq/SignWeather/data/scene_keypoints/v053/scene_011.json
