path,original_text,pseudo_manual,is_uncertain
v070/scene_003_v070_c006.mp4,Lần này thì không khí lạnh tăng cường chủ yếu là lệch đông từ biển dồn vào đất liền và sẽ làm thay đổi trạng thái thời tiết ở Bắc Bộ.,"""Lần này thì không khí lạnh tăng cường chủ yếu là lệch đông từ biển dồn vào đất liền và sẽ làm thay đổi trạng thái thời tiết ở Bắc Bộ.""",False
v029/scene_002_v029_c004.mp4,Tuy nhiên thì về diện mưa và lượng mưa ở vùng núi và vùng đồng bằng thì lại khác hẳn nhau anh Dương ạ.,"Tuy nhiên, về diện mưa và lượng mưa ở vùng núi và vùng đồng bằng thì lại khác hẳn nhau, anh Dương ạ.",False
v243/scene_005_v243_c042.mp4,"Còn tại Đà Nẵng, mưa lũ kéo dài những ngày vừa qua","Còn tại Đà Nẵng, mưa lũ kéo dài trong những ngày vừa qua.",False
v216/scene_005.mp4,"Còn tại tỉnh Khánh Hòa, đến chiều nay nước lũ trên các sông đã giảm nhưng ngập lụt vẫn còn kéo dài ở vùng Hạ Lưu.","Còn tại tỉnh Khánh Hòa, đến chiều nay, nước lũ trên các sông đã giảm nhưng ngập lụt vẫn còn kéo dài ở vùng hạ lưu.",False
v099/scene_003.mp4,"Ở khu vực biển Đông sẽ chịu tác động mạnh mẽ, nước biển có thể dâng tới 107cm.","Ở khu vực biển Đông sẽ chịu tác động mạnh mẽ, nước biển có thể dâng tới 107 cm.",False
v244/scene_006_v244_c016.mp4,"Hải Phòng đêm nay không có mưa, nhiệt độ là 26 độ.","Hải Phòng đêm nay không có mưa, nhiệt độ là 26 độ.",False
v234/scene_003_v234_c006.mp4,"Riêng Tương Dương, con cuông của Nghệ An, nắng nóng cay gắt trên 38 độ.","""Riêng Tương Dương, Con Cuông của Nghệ An, nắng nóng gay gắt trên 38 độ.""",False
v170/scene_007_v170_c020.mp4,"Đà Lạt đêm nay không mưa, trời rất dét 11 độ. Ngày mai nắng đẹp và ấm áp 20 độ.","Đà Lạt đêm nay không mưa, trời rất lạnh 11 độ. Ngày mai nắng đẹp và ấm áp 20 độ.",False
v039/scene_005.mp4,trời quang đẵng và có nắng đến tận chiều.,Trời quang đãng và có nắng đến tận chiều.,False
v131/scene_007_v131_c026.mp4,"Hà Nẵng đêm nay không mưa, có gió thổi nhẹ, 25 độ, khá là dễ chịu.","Hà Nẵng đêm nay không mưa, có gió thổi nhẹ, 25 độ, khá dễ chịu.",False
v045/scene_007.mp4,Chỉ đạo triển khai phương án ứng phó với mưa lớn và gió mạnh để giảm thiểu rủi ro do thiên tai gây ra.,Chỉ đạo triển khai phương án ứng phó với mưa lớn và gió mạnh để giảm thiểu rủi ro do thiên tai gây ra.,False
v119/scene_012.mp4,"Hà Nội đêm nay dự báo tạnh giáo 21 độ, sang ngày mai mây nhiều lên, có lúc có mưa, nhiệt độ cao nhất chỉ 23 độ, trời chuyển lạnh.","Hà Nội đêm nay dự báo tạnh giáo 21 độ, sang ngày mai mây nhiều lên, có lúc có mưa, nhiệt độ cao nhất chỉ 23 độ, trời chuyển lạnh.",False
v110/scene_005_v110_c008.mp4,"Lượng mưa trong 24 giờ có thể từ 50-100mm. Đề phòng lũ quét sẵn ở đất cục bộ, ở các xườn đồi núi Ta Luy, trong và sau mưa lớn.","Lượng mưa trong 24 giờ có thể từ 50-100mm. Đề phòng lũ quét xảy ra ở các khu vực đất cục bộ, ở các sườn đồi núi Ta Luy, trong và sau mưa lớn.",False
v133/scene_010_v133_c022.mp4,"Gần trưa trời chuyển nắng, nhiệt độ tăng nhanh lên mức 29 độ.","Gần trưa, trời chuyển nắng, nhiệt độ tăng nhanh lên mức 29 độ.",False
v188/scene_007.mp4,"Đến chiều nay, mưa có giảm trên địa bàn tỉnh Khánh Hòa.","Đến chiều nay, mưa sẽ giảm trên địa bàn tỉnh Khánh Hòa.",False
v228/scene_004_v228_c027.mp4,"Còn ban đêm thì trời dịu mát, thoáng đắng với mức nhiệt từ 23 đến khoảng 24 độ","Còn ban đêm thì trời dịu mát, thoáng đãng với mức nhiệt từ 23 đến khoảng 24 độ.",False
v156/scene_010_v156_c020.mp4,Tiếp theo sẽ là phần dự báo thời tiết cho một số thành phố khác trong đêm nay và ngày mai,Tiếp theo sẽ là phần dự báo thời tiết cho một số thành phố khác trong đêm nay và ngày mai.,False
v137/scene_003_v137_c009.mp4,"Còn trước đó thì nhìn chung thời tiết ở Bắc Bộ sẽ là rét về đêm và sáng sớm,","Còn trước đó thì nhìn chung thời tiết ở Bắc Bộ sẽ là rét vào ban đêm và sáng sớm,",False
v129/scene_001.mp4,Người dân trên địa bàn tỉnh Thừa Thiên Huế đang phải đối diện với đợt lũ lớn.,Người dân trên địa bàn tỉnh Thừa Thiên Huế đang phải đối diện với đợt lũ lớn.,False
v002/scene_008.mp4,"Thời tiết đã tạnh, nước ngập ở Quảng Nam, Quảng Ngãi và Bình Định cũng đang dần rút.","Thời tiết đã tạnh, nước ngập ở Quảng Nam, Quảng Ngãi và Bình Định cũng đang dần rút.",False
v259/scene_013.mp4,Ở Bắc Bộ sẽ không chịu tác động của bão.,Ở Bắc Bộ sẽ không chịu tác động của bão.,False
v223/scene_011_v223_c028.mp4,"Đà Lạt về đêm trời rét, nhiệt độ hạ thấp chỉ còn 16 độ.","Đà Lạt về đêm trời rét, nhiệt độ hạ thấp chỉ còn 16 độ.",False
v236/scene_011_v236_c018.mp4,Sáng đến trưa trời nắng mạnh 35 độ.,Sáng đến trưa trời nắng mạnh 35 độ.,False
v032/scene_001.mp4,Chiều nay áp thấp nhật đới đã suy yếu từ bão số 7 và đi vào đất liền các tỉnh từ Hải Phòng đến Nam Định,"Chiều nay, áp thấp nhiệt đới đã suy yếu từ bão số 7 và đi vào đất liền các tỉnh từ Hải Phòng đến Nam Định.",False
v126/scene_015_v126_c023.mp4,"Ngày mai trời có nắng, nhiệt độ cao nhất 22 độ.","Ngày mai trời có nắng, nhiệt độ cao nhất 22 độ.",False
v140/scene_009_v140_c015.mp4,"Tại thủ đô Hà Nội, nhiệt độ từ 19 giờ trở đi sẽ giảm xuống chỉ còn là 12 độ và mức nhiệt này sẽ duy trì đến 7 giờ sáng mai","Tại thủ đô Hà Nội, nhiệt độ từ 19 giờ trở đi sẽ giảm xuống chỉ còn 12 độ và mức nhiệt này sẽ duy trì đến 7 giờ sáng mai.",False
v175/scene_001.mp4,Nhưng mà ở miền Nam thì bắt đầu bước vào đợt nắng nóng đầu mùa.,Nhưng mà ở miền Nam thì bắt đầu bước vào đợt nắng nóng đầu mùa.,False
v078/scene_009_v078_c014.mp4,Chiều tối có mưa to trở lại.,Chiều tối có mưa to trở lại.,False
v156/scene_012_v156_c023.mp4,"Đà Nẵng đêm nay dự báo không mưa, dự mát 26 độ","Đà Nẵng đêm nay dự báo không mưa, dự kiến nhiệt độ mát 26 độ.",False
v015/scene_011_v015_c013.mp4,"Trở lại khu vực Bắc Bộ, đêm nay và sáng mai, dự báo trời sẽ vẫn còn khá lạnh với nhiệt độ tại thủ đô Hà Nội và hầu hết các thành phố giao động trong khoảng 17-20 độ.","Trở lại khu vực Bắc Bộ, đêm nay và sáng mai, dự báo trời sẽ vẫn còn khá lạnh với nhiệt độ tại thủ đô Hà Nội và hầu hết các thành phố giao động trong khoảng 17-20 độ.",False
v029/scene_007_v029_c017.mp4,Kêm với đó là độ ẩm sau mưa từ 58% trở lên nên là cảm giác sẽ khá là oi bức và khó chịu.,"""Kèm với đó là độ ẩm sau mưa từ 58% trở lên nên cảm giác sẽ khá oi bức và khó chịu.""",False
v144/scene_005.mp4,"Các cơ quan, đơn vị và địa phương cần triển khai thực hiện nghiêm túc các phương án, biện pháp phòng chống mưa lũ, nhằm hạn chế thiệt hại có thể xảy ra ở mức thấp nhất.","Các cơ quan, đơn vị và địa phương cần triển khai thực hiện nghiêm túc các phương án, biện pháp phòng chống mưa lũ, nhằm hạn chế thiệt hại có thể xảy ra ở mức thấp nhất.",False
v148/scene_010.mp4,"Mưa lớn kéo dài ảnh hưởng tới gần 1,7 triệu cư dân và hơn 120.000 người đã phải đi sơ tán.","Mưa lớn kéo dài ảnh hưởng tới gần 1,7 triệu cư dân và hơn 120.000 người đã phải đi sơ tán.",False
v266/scene_003_v266_c004.mp4,"Khu vực Trung Bộ sẽ không còn mưa nhiều, hầu hết lượng mưa duy trì dưới 50mm.","Khu vực Trung Bộ sẽ không còn mưa nhiều, hầu hết lượng mưa duy trì dưới 50mm.",False
v038/scene_018.mp4,Thủ đô Hà Nội từ đêm nay cũng chuyển mưa và mưa còn duy trì trong cả 2 ngày sắp tới.,Thủ đô Hà Nội từ đêm nay cũng chuyển mưa và mưa sẽ còn duy trì trong cả 2 ngày sắp tới.,False
v095/scene_006_v095_c021.mp4,cũng như là nhiều nơi khác của miền Tây mức nhiệt là 35 đến khoảng 36 độ.,"Cũng như nhiều nơi khác của miền Tây, mức nhiệt là 35 đến khoảng 36 độ.",False
v202/scene_002.mp4,Nhưng mà năm nay thì đến muộn hơn và khả năng là đến cuối tuần này thì mới có một đợt nắng nóng tại khu vực Nam Bộ,Nhưng mà năm nay thì đến muộn hơn và khả năng là đến cuối tuần này thì mới có một đợt nắng nóng tại khu vực Nam Bộ.,False
v219/scene_002_v219_c008.mp4,"Thưa quý vị khán giả, cập nhật đến chiều tối nay, tâm của bão vẫn nằm trên khu vực phía Bắc đảo Hải Nam Trung Quốc.","Thưa quý vị khán giả, cập nhật đến chiều tối nay, tâm của bão vẫn nằm trên khu vực phía Bắc đảo Hải Nam, Trung Quốc.",False
v266/scene_006_v266_c008.mp4,"Cần đề phòng nguy cơ xảy ra sạt lở đất rất nguy hiểm sau mưa lũ, đặc biệt là tại các tỉnh Quảng Bình đến Thừa Thiên - Huế.","Cần đề phòng nguy cơ xảy ra sạt lở đất rất nguy hiểm sau mưa lũ, đặc biệt là tại các tỉnh Quảng Bình đến Thừa Thiên - Huế.",False
v013/scene_003.mp4,"Vùng nguy hiểm trên Biển Đông trong 24 giờ tới với gió mạnh cấp 6,",Vùng nguy hiểm trên Biển Đông trong 24 giờ tới với gió mạnh cấp 6.,False
v209/scene_002.mp4,Miền Bắc và miền Trung đang trải qua một đợt không khí lạnh tăng cường mạnh.,Miền Bắc và miền Trung đang trải qua một đợt không khí lạnh tăng cường mạnh.,False
v155/scene_002.mp4,"Trận mưa đá với lượng đá rất dày, nhiều hạt đá to từ 2-3 cm,","""Trận mưa đá với lượng đá rất dày, nhiều hạt đá to từ 2-3 cm.""",False
v215/scene_010.mp4,Vừa rồi là những cảnh báo liên quan tới hiện tượng thời tiết cực đoan đó là dông lốc.,"Vừa rồi là những cảnh báo liên quan tới hiện tượng thời tiết cực đoan, đó là dông lốc.",False
v160/scene_005.mp4,"Vào chiều tối, trời sẽ rất rét, và nhiệt độ vào chiều ngày mai có thể giảm hơn 10 độ so với chiều hôm nay.","Vào chiều tối, trời sẽ rất rét, và nhiệt độ vào chiều ngày mai có thể giảm hơn 10 độ so với chiều hôm nay.",False
v205/scene_007_v205_c028.mp4,"Đến ngày kia thì trời chuyển mưa lạnh, có thể có mưa to và nhiệt độ giảm mạnh xuống còn 23 độ vào ban ngày.","Đến ngày kia thì trời chuyển mưa lạnh, có thể có mưa to và nhiệt độ giảm mạnh xuống còn 23 độ vào ban ngày.",False
v110/scene_008.mp4,"Trưa chiều mai có khoảng giảm mưa, nhiệt độ nhích lên 25 độ.","Trưa chiều mai có khoảng giảm mưa, nhiệt độ nhích lên 25 độ.",False
v031/scene_003_v031_c018.mp4,"Tại thành phố Hồ Chí Minh, dự báo đêm nay tạnh giáo, sáng sớm trời mát 27 độ, nắng nóng vào trưa chiều mai 35 độ.","Tại thành phố Hồ Chí Minh, dự báo đêm nay tạnh giáo, sáng sớm trời mát 27 độ, nắng nóng vào trưa chiều mai 35 độ.",False
v244/scene_008_v244_c021.mp4,"Sáng ngày mai có mưa rông về trời tối, còn ban ngày trời nắng 34 độ.","""Sáng ngày mai có mưa rông về chiều tối, còn ban ngày trời nắng 34 độ.""",False
v095/scene_004_v095_c007.mp4,Còn đối với những nơi khác thuộc hai khu vực này thì mức nhiệt phổ biến nằm trong khoảng 35-38 độ.,Còn đối với những nơi khác thuộc hai khu vực này thì mức nhiệt phổ biến nằm trong khoảng 35-38 độ.,False
v176/scene_004_v176_c019.mp4,"Nhật độ thấp nhất là 20 độ, khá lạnh.","Nhiệt độ thấp nhất là 20 độ, khá lạnh.",False
v158/scene_011_v158_c026.mp4,Thành phố Hồ Chí Minh lưu ý mưa trái mùa vào buổi chiều của cả 2 ngày tới,Thành phố Hồ Chí Minh lưu ý mưa trái mùa vào buổi chiều của cả hai ngày tới.,False
v016/scene_013.mp4,Đến trưa chiều thì sương sẽ tan bớt trời hứng nắng nhẹ. Nhiệt độ tại các thành phố sẽ tăng lên ở mức là từ 20-25 độ.,"Đến trưa chiều, sương sẽ tan bớt, trời hứng nắng nhẹ. Nhiệt độ tại các thành phố sẽ tăng lên ở mức từ 20-25 độ.",False
v105/scene_004_v105_c011.mp4,Dự báo là đêm nay cho đến ngày 6 tháng 10 thì từ Thanh Hóa trở xuống đến Thừa Thiên Huế,Dự báo là đêm nay cho đến ngày 6 tháng 10 thì từ Thanh Hóa trở xuống đến Thừa Thiên Huế.,False
v183/scene_005.mp4,"tỉnh Phú Yên không còn mưa, thậm chí có thời điểm có nắng,","Tỉnh Phú Yên không còn mưa, thậm chí có thời điểm có nắng.",False
v041/scene_009.mp4,"Với sức gió như hiện nay, nếu nhà cửa không được gia cố chắc chắn, khả năng sẽ bị hư hỏng một phần.","Với sức gió như hiện nay, nếu nhà cửa không được gia cố chắc chắn, khả năng sẽ bị hư hỏng một phần.",False
v261/scene_006_v261_c015.mp4,"Cùng với đó thì sạt lở, lũ quét cũng có nguy cơ cao có thể xảy ra ở khắp các vùng núi","Cùng với đó, sạt lở và lũ quét cũng có nguy cơ cao có thể xảy ra ở khắp các vùng núi.",False
v140/scene_003.mp4,"Thưa quý vị và các bạn, thời tiết Lào Cai đang có diễn biến phức tạp. Trời có mưa tuy đã giảm về diện và lượng.","Thưa quý vị và các bạn, thời tiết Lào Cai đang có diễn biến phức tạp. Trời có mưa tuy đã giảm về diện tích và lượng.",False
v161/scene_008.mp4,"Thành phố Nha Trang giảm mưa, đêm nay tạnh giáo và trời lạnh, thấp nhất 21 độ","""Thành phố Nha Trang giảm mưa, đêm nay tạnh ráo và trời lạnh, thấp nhất 21 độ.""",False
v095/scene_004_v095_c008.mp4,Và vùng nắng nóng cũng sẽ mở rộng hơn hôm nay.,Và vùng nắng nóng cũng sẽ mở rộng hơn so với hôm nay.,False
v173/scene_002.mp4,Nhận định về cường độ của cơn bão này sẽ mạnh nhất ở cấp 11 giật cấp 14 khi di chuyển đến gần đảo Hải Nam Trung Quốc,"Nhận định về cường độ của cơn bão này sẽ mạnh nhất ở cấp 11, giật cấp 14 khi di chuyển đến gần đảo Hải Nam, Trung Quốc.",False
v005/scene_001.mp4,"Những ngày qua trên địa bàn của tỉnh Quảng Ngãi xảy ra một số vụ rông xét đánh làm nhiều người bị thương, cây cối ngã đổ.","Những ngày qua, trên địa bàn tỉnh Quảng Ngãi xảy ra một số vụ rông xét đánh làm nhiều người bị thương và cây cối ngã đổ.",False
v213/scene_001.mp4,Tình trạng ngập lụt đã ảnh hưởng đến 16 tỉnh thành trên cả nước.,Tình trạng ngập lụt đã ảnh hưởng đến 16 tỉnh thành trên cả nước.,False
v007/scene_006_v007_c054.mp4,Sang ngày mai trời có nắng cả ngày,Sang ngày mai trời sẽ có nắng cả ngày.,False
v129/scene_002.mp4,"Mực nước trên các con sông luôn ở trên mức báo động 3 đã gây ra tình trạng ngập lụt, chia cắt kéo dài.","Mực nước trên các con sông luôn ở trên mức báo động 3 đã gây ra tình trạng ngập lụt, chia cắt kéo dài.",False
v225/scene_009.mp4,nhiệt độ thấp nhất là 23 độ.,Nhiệt độ thấp nhất là 23 độ.,False
